0000009001001,NOMINA,2026-06-08T13:55:00,3000009001,20,2632.12
1,001,0100000001,Cliente BanQuito 01,2200000001,125.50,NOM-20260608-V3-001,cliente01@banquito.test
2,001,0100000002,Cliente BanQuito 02,2200000002,98.75,NOM-20260608-V3-002,cliente02@banquito.test
3,001,0100000003,Cliente BanQuito 03,2200000003,142.30,NOM-20260608-V3-003,cliente03@banquito.test
4,001,0100000004,Cliente BanQuito 04,2200000004,87.40,NOM-20260608-V3-004,cliente04@banquito.test
5,001,0100000005,Cliente BanQuito 05,2200000005,156.90,NOM-20260608-V3-005,cliente05@banquito.test
6,001,0100000006,Cliente BanQuito 06,2200000006,111.25,NOM-20260608-V3-006,cliente06@banquito.test
7,001,0100000007,Cliente BanQuito 07,2200000007,134.80,NOM-20260608-V3-007,cliente07@banquito.test
8,001,0100000008,Cliente BanQuito 08,2200000008,92.60,NOM-20260608-V3-008,cliente08@banquito.test
9,001,0100000009,Cliente BanQuito 09,2200000009,178.45,NOM-20260608-V3-009,cliente09@banquito.test
10,001,0100000010,Cliente BanQuito 10,2200000010,103.20,NOM-20260608-V3-010,cliente10@banquito.test
11,001,0100000011,Cliente BanQuito 11,2200000011,149.99,NOM-20260608-V3-011,cliente11@banquito.test
12,001,0100000012,Cliente BanQuito 12,2200000012,76.85,NOM-20260608-V3-012,cliente12@banquito.test
13,001,0100000013,Cliente BanQuito 13,2200000013,165.10,NOM-20260608-V3-013,cliente13@banquito.test
14,001,0100000014,Cliente BanQuito 14,2200000014,119.70,NOM-20260608-V3-014,cliente14@banquito.test
15,001,0100000015,Cliente BanQuito 15,2200000015,132.45,NOM-20260608-V3-015,cliente15@banquito.test
16,001,0100000016,Cliente BanQuito 16,2200000016,88.90,NOM-20260608-V3-016,cliente16@banquito.test
17,001,0100000017,Cliente BanQuito 17,2200000017,144.65,NOM-20260608-V3-017,cliente17@banquito.test
18,001,0100000018,Cliente BanQuito 18,2200000018,97.35,NOM-20260608-V3-018,cliente18@banquito.test
19,001,0100000019,Cliente BanQuito 19,2200000019,151.55,NOM-20260608-V3-019,cliente19@banquito.test
20,001,0100000020,Cliente BanQuito 20,2200000020,274.43,NOM-20260608-V3-020,cliente20@banquito.test
SEC-NOM-20260608-V3,20,2632.12
